project_id,codigo_actividad,cod_aeri,codigo_campus,year,title,title_norm,status,project_type,knowledge_area,research_line,executing_unit,executing_section,coordinator_original,coordinator_norm,management_unit,funding_type,funder
307,PI0214,-,70243.0075,2012,"DISEÑO, CONSTRUCCIÓN Y PRUEBAS DE CONCENTRADORES SOLARES PARABÓLICAS PARA EL TOSTADO DE CAFÉ ECOLÓGICO",DISENO CONSTRUCCION Y PRUEBAS DE CONCENTRADORES SOLARES PARABOLICAS PARA EL TOSTADO DE CAFE ECOLOGICO,5. Cerrado,aplicada,,,Departamento de Ingeniería,Mecánica,"HADZICH MARIN, MIGUEL ANGEL",HADZICH MARIN MIGUEL ANGEL,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
308,PI0106,-,70242.2037,2012,DISEÑO Y VALIDACIÓN DE UN MODELO DE EVALUACIÓN DE CALIDAD PARA LOS SERVICIOS Y PROGRAMAS DE ATENCIÓN A MENORES DE TRES AÑOS.,DISENO Y VALIDACION DE UN MODELO DE EVALUACION DE CALIDAD PARA LOS SERVICIOS Y PROGRAMAS DE ATENCION A MENORES DE TRES ANOS,5. Cerrado,básica y aplicada,,,Departamento de Educación,Educación Inicial,"VALDIVIEZO GAINZA, MARÍA ELENA",VALDIVIEZO GAINZA MARIA ELENA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
309,PI0137,-,70242.2137,2012,DISEÑO Y FABRICACIÓN DE UN PROTOTIPO DE PRÓTESIS DE MANO ACCIONADA POR SEÑALES MIOELÉCTRICAS.,DISENO Y FABRICACION DE UN PROTOTIPO DE PROTESIS DE MANO ACCIONADA POR SENALES MIOELECTRICAS,5. Cerrado,Innovación y desarrollo tecnológico,,,Departamento de Ingeniería,Mecánica,"MADRID RUIZ, ERICKA PATRICIA",MADRID RUIZ ERICKA PATRICIA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
310,PI0138,-,70242.2139,2012,DINÁMICA DEL CICLAJE DEL CARBONO EN BOSQUES AMAZÓNICOS DEL SURESTE DEL PERÚ,DINAMICA DEL CICLAJE DEL CARBONO EN BOSQUES AMAZONICOS DEL SURESTE DEL PERU,5. Cerrado,básica y aplicada,,,"INTE - Instituto de Ciencias de la Naturaleza, del Territorio y de Energias Renovables",,"COSIO CARAVASI, ERIC GABRIEL",COSIO CARAVASI ERIC GABRIEL,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
311,PI0238,-,654.0068,2012,DHES-RED DE DERECHOS HUMANOS Y EDUCACIÓN SUPERIOR,DHES RED DE DERECHOS HUMANOS Y EDUCACION SUPERIOR,5. Cerrado,básica y aplicada,,,IDEH - Instituto de Democracia y Derechos Humanos,,"SALMON GARATE, ELIZABETH SILVIA",SALMON GARATE ELIZABETH SILVIA,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,KONRAD ADENAUER STIFTUNG (KAS)
312,PI0234,-,70243.0086,2012,DESCUBRIMIENTO DE UNA TUMBA DE CÁMARA EN SAN JOSÉ DE MORO,DESCUBRIMIENTO DE UNA TUMBA DE CAMARA EN SAN JOSE DE MORO,5. Cerrado,básica y aplicada,,,Departamento de Humanidades,Arqueología,"CASTILLO BUTTERS, LUIS JAIME",CASTILLO BUTTERS LUIS JAIME,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
313,PI0242,-,70244.0055,2012,DESARROLLO Y SISTEMATIZACIÓN DE HERRAMIENTAS PARA EL DISEÑO DE AGITADORES MEDIANTE MEOTODOLOGÍAS EXPERIMENTALES DE SIMULACIÓN NUMÉRICA Y ESCALAMIENTO,DESARROLLO Y SISTEMATIZACION DE HERRAMIENTAS PARA EL DISENO DE AGITADORES MEDIANTE MEOTODOLOGIAS EXPERIMENTALES DE SIMULACION NUMERICA Y ESCALAMIENTO,5. Cerrado,Innovación Tecnológica,,,Departamento de Ingeniería,Mecánica,"VALVERDE GUZMAN, QUINO MARTIN",VALVERDE GUZMAN QUINO MARTIN,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,Fabricators and Technology S.A.C.
314,PI0225,-,70243.0081,2012,DESARROLLO E IMPLEMENTACIÓN DE NUEVAS TECNOLOGÍAS PARA EL DIAGNÓSTICO Y EVALUACIÓN EXPERIMENTAL DE MONUMENTOS HISTÓRICOS,DESARROLLO E IMPLEMENTACION DE NUEVAS TECNOLOGIAS PARA EL DIAGNOSTICO Y EVALUACION EXPERIMENTAL DE MONUMENTOS HISTORICOS,5. Cerrado,aplicada,,,Departamento de Ingeniería,Civil,"AGUILAR VELEZ, RAFAEL",AGUILAR VELEZ RAFAEL,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
315,PI0149,-,70243.0062,2012,DESARROLLO DEL ÁREA DE INGENIERÍA NEONATAL,DESARROLLO DEL AREA DE INGENIERIA NEONATAL,5. Cerrado,Soporte a la investigación,,,Departamento de Ingeniería,Electricidad y Electrónica,"CASTILLON LEVANO, CLAUDIO BRUNO",CASTILLON LEVANO CLAUDIO BRUNO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
316,PI0148,-,70242.2169,2012,DESARROLLO DE UN SISTEMA PARA EL TALLADO TRIDIMENSIONAL DE ESPUMA DE POLIURETANO PARA LA FABRICACIÓN DE ASIENTOS CONFORMADOS PARA SILLAS DE RUEDAS,DESARROLLO DE UN SISTEMA PARA EL TALLADO TRIDIMENSIONAL DE ESPUMA DE POLIURETANO PARA LA FABRICACION DE ASIENTOS CONFORMADOS PARA SILLAS DE RUEDAS,5. Cerrado,Innovación y desarrollo tecnológico,,,Departamento de Ingeniería,Electricidad y Electrónica,"TOLEDO PONCE, EDUARDO FERNANDO",TOLEDO PONCE EDUARDO FERNANDO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
317,PI0247,-,70243.0090,2012,DESARROLLO DE UN SISTEMA DE DETECCIÓN PUNTUAL DE RUIDO EMITIDO POR BOCINAS VEHICULARES EN LA VÍA PÚBLICA,DESARROLLO DE UN SISTEMA DE DETECCION PUNTUAL DE RUIDO EMITIDO POR BOCINAS VEHICULARES EN LA VIA PUBLICA,5. Cerrado,Innovación y desarrollo tecnológico,,,Departamento de Ciencias,Física,"MORENO RUIZ, JORGE NÉSTOR",MORENO RUIZ JORGE NESTOR,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
318,PI0101,-,70242.2028,2012,DESARROLLO DE UN CONVERTIDOR DE HERRUMBRE A PARTIR DEL POLVO DE TARA,DESARROLLO DE UN CONVERTIDOR DE HERRUMBRE A PARTIR DEL POLVO DE TARA,5. Cerrado,Innovación y desarrollo tecnológico,,,ICP - Instituto de Corrosión y Protección,,"FLORES MERINO, SANTIAGO ELEODORO",FLORES MERINO SANTIAGO ELEODORO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
319,PI0147,-,70242.2166,2012,DESARROLLO DE NANOCOMPUESTOS SUPERFICIALES DE HIDROXIAPATITA PARA IMPLANTES OSEOINTEGRADOS EMPLEANDO PROCESOS DE FRICCIÓN BATIDO,DESARROLLO DE NANOCOMPUESTOS SUPERFICIALES DE HIDROXIAPATITA PARA IMPLANTES OSEOINTEGRADOS EMPLEANDO PROCESOS DE FRICCION BATIDO,5. Cerrado,Innovación y desarrollo tecnológico,,,Departamento de Ingeniería,Mecánica,"RUMICHE ZAPATA, FRANCISCO",RUMICHE ZAPATA FRANCISCO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
320,PI0116,-,70242.2061,2012,CURSO DE LATÍN PARA PERUANISTAS,CURSO DE LATIN PARA PERUANISTAS,5. Cerrado,básica y aplicada,,,Departamento de Humanidades,Lingüística y Literatura,"CARREÑO CABREJOS, PABLO HUMBERTO MARTÍN",CARRENO CABREJOS PABLO HUMBERTO MARTIN,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
321,PI0205,-,70243.0069,2012,"COMUNIDAD, SENTIDO DE COMUNIDAD Y BIENESTAR EN UN CONTEXTO DE POBREZA",COMUNIDAD SENTIDO DE COMUNIDAD Y BIENESTAR EN UN CONTEXTO DE POBREZA,5. Cerrado,básica y aplicada,,,Departamento de Psicología,Psicología,"CUETO SALDIVAR, ROSA MARÍA LUISA MARTINA",CUETO SALDIVAR ROSA MARIA LUISA MARTINA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
322,PI0208,-,70243.0037 70243.0071,2012,COMPORTAMIENTO ESTRUCTURAL DE MUROS DE ALBAÑILERÍA CONFINADA DE BLOQUES DE CONCRETO ANTE CARGAS LATERALES CÍCLICAS: RECOMENDACIONES PARA LA CONSTRUCCIÓN SISMORRESISTENTE EN HAITÍ.,COMPORTAMIENTO ESTRUCTURAL DE MUROS DE ALBANILERIA CONFINADA DE BLOQUES DE CONCRETO ANTE CARGAS LATERALES CICLICAS RECOMENDACIONES PARA LA CONSTRUCCION SISMORRESISTENTE EN HAITI,5. Cerrado,básica,,,Departamento de Ingeniería,Civil,"BLONDET SAAVEDRA, JORGE MARCIAL",BLONDET SAAVEDRA JORGE MARCIAL,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
323,PI0145,-,70242.2159,2012,CARACTERIZACIÓN Y MEDIDA MORFOLÓGICA DE PELÍCULAS DELGADAS MEDIANTE MICROSCOPIA INTEFERENCIAL Y TÉCNICAS DE OBTENCIÓN DIGITAL DE LA FASE ÓPTICA.,CARACTERIZACION Y MEDIDA MORFOLOGICA DE PELICULAS DELGADAS MEDIANTE MICROSCOPIA INTEFERENCIAL Y TECNICAS DE OBTENCION DIGITAL DE LA FASE OPTICA,5. Cerrado,básica y aplicada,,,Departamento de Ciencias,Física,"ASMAD VERGARA, MIGUEL AUGUSTO",ASMAD VERGARA MIGUEL AUGUSTO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
324,PI0123,-,70242.2080,2012,"CARACTERIZACIÓN DE PELÍCULAS DELGADAS DE A-SIC, Y A-SIC:H MEDIANTE PULVERIZACIÓN CATÓDICA DE RADIOFRECUENCIA REACTIVA",CARACTERIZACION DE PELICULAS DELGADAS DE A SIC Y A SIC H MEDIANTE PULVERIZACION CATODICA DE RADIOFRECUENCIA REACTIVA,5. Cerrado,básica y aplicada,,,Departamento de Ciencias,Física,"WEINGÄRTNER -, ROLAND",WEINGARTNER ROLAND,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
325,PI0115,-,70242.2055,2012,CAPITAL DIGITAL: UNA EXPLORACIÓN PRELIMINAR PARA ELABORAR UN CONCEPTO EN BASE AL ANÁLISIS DE LAS PRÁCTICAS DE USO DE NUEVOS MEDIOS EN ESTUDIANTES PUCP,CAPITAL DIGITAL UNA EXPLORACION PRELIMINAR PARA ELABORAR UN CONCEPTO EN BASE AL ANALISIS DE LAS PRACTICAS DE USO DE NUEVOS MEDIOS EN ESTUDIANTES PUCP,5. Cerrado,básica y aplicada,,,Departamento de Comunicaciones,Comunicaciones,"VILLANUEVA MANSILLA, EDUARDO ENRIQUE",VILLANUEVA MANSILLA EDUARDO ENRIQUE,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
326,PI0259,-,70244.0059,2012,BIOINDICADORES PREDICTIVOS DE VIDA DE ANAQUEL EN ESPÁRRAGO VERDE FRESCO EN ICA,BIOINDICADORES PREDICTIVOS DE VIDA DE ANAQUEL EN ESPARRAGO VERDE FRESCO EN ICA,5. Cerrado,aplicada,,,"INTE - Instituto de Ciencias de la Naturaleza, del Territorio y de Energias Renovables",,"COSIO CARAVASI, ERIC GABRIEL",COSIO CARAVASI ERIC GABRIEL,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,FIDECOM mediante Beta SA
327,PI0266,-,70244.0063,2012,BASE DE DATOS PARA ESTUDIOS DE EVALUACIÓN DE IMPACTO AMBIENTAL EN EL PERÚ,BASE DE DATOS PARA ESTUDIOS DE EVALUACION DE IMPACTO AMBIENTAL EN EL PERU,5. Cerrado,básica,,,Departamento de Ingeniería,Industrial,"QUISPE TRINIDAD, MARÍA ISABEL",QUISPE TRINIDAD MARIA ISABEL,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,MINAM - MINISTERIO DEL AMBIENTE
328,PI0172,-,70243.2119,2012,AXIS HUARI: GENERACIÓN DE UN MODELO DE ANÁLISIS FORMAL BI Y TRI DIMENSIONAL PARA EL ESTUDIO EN PROFUNDIDAD DE PATRONES DE ICONOGRAFÍA PREHISPÁNICA Y COLONIAL DE AYACUCHO,AXIS HUARI GENERACION DE UN MODELO DE ANALISIS FORMAL BI Y TRI DIMENSIONAL PARA EL ESTUDIO EN PROFUNDIDAD DE PATRONES DE ICONOGRAFIA PREHISPANICA Y COLONIAL DE AYACUCHO,5. Cerrado,básica y aplicada,,,Departamento de Arte y Diseño,Arte,"KUKURELO DEL CORRAL, MARIA DEL PILAR",KUKURELO DEL CORRAL MARIA DEL PILAR,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
329,PI0094,-,70242.2013,2012,ARMANDO ROBLES GODOY: CONSTANTES TEMÁTICAS Y FORMALES DE SU OBRA FÌLMICA,ARMANDO ROBLES GODOY CONSTANTES TEMATICAS Y FORMALES DE SU OBRA FILMICA,5. Cerrado,básica y aplicada,,,Departamento de Humanidades,Filosofía,"PIMENTEL PRIETO, SEBASTIÁN",PIMENTEL PRIETO SEBASTIAN,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
330,PI0221,-,70243.0079,2012,APROXIMACIONES A LA MEDICINA TRADICIONAL EN EL PERÚ DESDE LA SALUD MENTAL COMUNITARIA,APROXIMACIONES A LA MEDICINA TRADICIONAL EN EL PERU DESDE LA SALUD MENTAL COMUNITARIA,5. Cerrado,aplicada,,,Departamento de Psicología,Psicología,"VELAZQUEZ CASTRO, TESANIA EVA",VELAZQUEZ CASTRO TESANIA EVA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
331,PI0226,-,70243.0082,2012,APLICACIÓN DE LA TEORÍA DE CAMPOS DIFUSOS A LOS ESTUDIOS DE MICROVIBRACIÓN AMBIENTAL,APLICACION DE LA TEORIA DE CAMPOS DIFUSOS A LOS ESTUDIOS DE MICROVIBRACION AMBIENTAL,5. Cerrado,aplicada,,,Departamento de Ingeniería,Civil,"SANTA CRUZ HIDALGO, SANDRA CECILIA",SANTA CRUZ HIDALGO SANDRA CECILIA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
332,PI0150,-,70243.2086,2012,ANÁLISIS DE PATRONES EN IMÁGENES INTERFEROMÉTRICAS FABRY-PEROT,ANALISIS DE PATRONES EN IMAGENES INTERFEROMETRICAS FABRY PEROT,5. Cerrado,básica y aplicada,,,Departamento de Ingeniería,Electricidad y Electrónica,"RODRIGUEZ VALDERRAMA, PAUL ANTONIO",RODRIGUEZ VALDERRAMA PAUL ANTONIO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
333,PI0256.0012,-,70244.0058,2012,AMA09 - MEJORA DE LA SALUD MATERNO-INFANTIL EN LA CUENCA DEL RIO NAPO A TRAVÉS DEL USO APROPIADO DE LAS TIC,AMA09 MEJORA DE LA SALUD MATERNO INFANTIL EN LA CUENCA DEL RIO NAPO A TRAVES DEL USO APROPIADO DE LAS TIC,5. Cerrado,aplicada,,,Departamento de Ingeniería,Telecomunicaciones,"PACO FERNÁNDEZ, JUAN ANTONIO",PACO FERNANDEZ JUAN ANTONIO,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,Ayuntamiento de Madrid
334,PI0198,-,70244.0037,2012,ACCEDES – “EL ACCESO Y EL ÉXITO ACADÉMICO DE COLECTIVOS VULNERABLES EN ENTORNOS DE RIESGO EN LATINOAMÉRICA,ACCEDES EL ACCESO Y EL EXITO ACADEMICO DE COLECTIVOS VULNERABLES EN ENTORNOS DE RIESGO EN LATINOAMERICA,5. Cerrado,básica y aplicada,,,Departamento de Educación,Educación,"TAFUR FUENTES, Rosa",TAFUR FUENTES ROSA,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,UNIVERSIDAD AUTÓNOMA DE BARCELONA
335,PI0235,-,70244.0052,2012,"""ESTUDIO DE MIGRACION COMO FACTOR RIESGO DE TUBERCULOSIS Y MODELO DE ATENCIÓN Y MODELO DE ATENCIÓN CON ENFOQUE INTERCILTURAL PARA COMUNIDADES QUECHUA""",ESTUDIO DE MIGRACION COMO FACTOR RIESGO DE TUBERCULOSIS Y MODELO DE ATENCION Y MODELO DE ATENCION CON ENFOQUE INTERCILTURAL PARA COMUNIDADES QUECHUA,5. Cerrado,aplicada,,,"CISEPA - Centro de Investigación Social, Económica Política y Antropológica",,"PORTOCARRERO GUTIÉRREZ, JULIO CÉSAR",PORTOCARRERO GUTIERREZ JULIO CESAR,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,SOCIOS EN SALUD SUCURSAL PERU
336,PI0133,-,70242.2115,2012,'GESTIÓN URBANA DE LOS DISTRITOS DE LIMA: ¿AL SERVICIO DE VECINOS O DE CIUDADANOS?',GESTION URBANA DE LOS DISTRITOS DE LIMA AL SERVICIO DE VECINOS O DE CIUDADANOS,5. Cerrado,básica y aplicada,,,Departamento de Arquitectura,Arquitectura,"VILELA MALPARTIDA, MARTA ROSA",VILELA MALPARTIDA MARTA ROSA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
337,PI0171,-,70243.2106,2012,'DUELO EN LA CIUDAD DE PLATA'. NOVELA HISTÓRICA PARA ESCOLARES,DUELO EN LA CIUDAD DE PLATA NOVELA HISTORICA PARA ESCOLARES,5. Cerrado,básica y aplicada,,,Departamento de Humanidades,Lingüística y Literatura,"CUETO CABALLERO, ALONSO",CUETO CABALLERO ALONSO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
338,PI0146,-,70242.2165,2012,"¿RECUPERANDO EL CENTRO HISTÓRICO DE LIMA?: PRODUCCIÓN SOCIAL DEL ESPACIO URBANO, VIDA COTIDIANA Y GESTIÓN PÚBLICA.",RECUPERANDO EL CENTRO HISTORICO DE LIMA PRODUCCION SOCIAL DEL ESPACIO URBANO VIDA COTIDIANA Y GESTION PUBLICA,5. Cerrado,básica y aplicada,,,Departamento de Ciencias Sociales,Sociología,"DAMMERT GUARDIA, MANUEL CESAR",DAMMERT GUARDIA MANUEL CESAR,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
339,PI0099,-,70242.2022,2012,¿NEGOCIANDO EL PODER: EL VIRREINATO DEL PERÚ Y LA CORONA ESPAÑOLA EN LA SEGUNDA MITAD DEL SIGLO XVII (III ETAPA),NEGOCIANDO EL PODER EL VIRREINATO DEL PERU Y LA CORONA ESPANOLA EN LA SEGUNDA MITAD DEL SIGLO XVII III ETAPA,5. Cerrado,básica y aplicada,,,Departamento de Humanidades,Historia,"SUAREZ ESPINOSA, MARGARITA MARIA",SUAREZ ESPINOSA MARGARITA MARIA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
340,PI0289,-,70242.3030,2013,"ETNO-BIOLOGÍA DE LOS CASHIBO-CACATAIBO: SISTEMATIZACIÓN DE DATOS, FINALIZACIÓN DE DICCIONARIO Y DEVOLUCIÓN DE SABERES",ETNO BIOLOGIA DE LOS CASHIBO CACATAIBO SISTEMATIZACION DE DATOS FINALIZACION DE DICCIONARIO Y DEVOLUCION DE SABERES,5. Cerrado,básica y aplicada,,,Departamento de Humanidades,Lingüística y Literatura,"ZARIQUIEY BIONDI, ROBERTO DANIEL",ZARIQUIEY BIONDI ROBERTO DANIEL,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
341,PI0337,-,70243.0092,2013,XXIII COLOQUIO INTERNACIONAL DE ESTUDIANTES DE HISTORIA DE LA PUCP,XXIII COLOQUIO INTERNACIONAL DE ESTUDIANTES DE HISTORIA DE LA PUCP,5. Cerrado,Soporte a la investigación,,,Departamento de Humanidades,Historia,"LOSSIO CHÁVEZ, JORGE LUIS",LOSSIO CHAVEZ JORGE LUIS,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
342,PI0371,-,70244.0079,2013,VIOLENCE RESEARCH AND DEVELOPMENT,VIOLENCE RESEARCH AND DEVELOPMENT,5. Cerrado,básica y aplicada,,,Departamento de Ciencias Sociales,Sociología,"HENRIQUEZ AYIN, NARDA ZOILA",HENRIQUEZ AYIN NARDA ZOILA,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,German Federal Ministry for Economic Cooperation
343,PI0352,-,70244.0070,2013,TUCAN3G - WIRELESS TECHNOLOGIES FOR ISOLATED RURAL COMMUNITIES IN DEVELOPING COU,TUCAN3G WIRELESS TECHNOLOGIES FOR ISOLATED RURAL COMMUNITIES IN DEVELOPING COU,5. Cerrado,básica y aplicada,,,Departamento de Ingeniería,Telecomunicaciones,"CHÁVEZ MUÑOZ, PASTOR DAVID",CHAVEZ MUNOZ PASTOR DAVID,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,"UNIVERSITAT POLITECNICA DE CATALUNYA 
Fondo de Inversión en Telecomunicaciones (FITEL)"
344,PI0348,-,70243.0098,2013,TRANSVERSAL: ACCIONES DE INTEGRACIÓN EN EL TERRITORIO PERUANO,TRANSVERSAL ACCIONES DE INTEGRACION EN EL TERRITORIO PERUANO,5. Cerrado,básica y aplicada,,,Departamento de Arquitectura,Arquitectura,"DAM MAZZI, PAULO JUAN BRUNO",DAM MAZZI PAULO JUAN BRUNO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
345,PI0311,-,70242.3130,2013,TESTS FUNDAMENTALES DE LA MECÁNICA CUÁNTICA Y SISTEMAS CUÁNTICOS ABIERTOS,TESTS FUNDAMENTALES DE LA MECANICA CUANTICA Y SISTEMAS CUANTICOS ABIERTOS,5. Cerrado,básica y aplicada,,,Departamento de Ciencias,Física,"DE ZELA MARTINEZ, FRANCISCO ANTONIO",DE ZELA MARTINEZ FRANCISCO ANTONIO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
346,NO APLICA,-,NO APLICA,2013,"TAPIRNET, WILDLIFE TELEIMAGES ACHIEVED BY PASSIVE INFRARED SENSOR NETWORK. DISEÑO, DESARROLLO Y EVALUACIÓN DE UN SISTEMA AUTOMÁTICO DE INVENTARIO DE MAMÍFEROS MAYORES EN SELVA BAJA AMAZÓNICA",TAPIRNET WILDLIFE TELEIMAGES ACHIEVED BY PASSIVE INFRARED SENSOR NETWORK DISENO DESARROLLO Y EVALUACION DE UN SISTEMA AUTOMATICO DE INVENTARIO DE MAMIFEROS MAYORES EN SELVA BAJA AMAZONICA,5. Cerrado,aplicada,Ingeniería y Tecnología,,Departamento de Ingeniería,Telecomunicaciones,"CHÁVEZ MUÑOZ, PASTOR DAVID",CHAVEZ MUNOZ PASTOR DAVID,OAP-DGI (Oficina de Administración de Proyectos,EXTERNO,"Fondo para la Innovación, Ciencia y Tecnología (FINCyT)"
347,PI0294,-,70242.3050,2013,"SOUNDTRACK VIVENCIAL / MEMORIA SONORA. LA MÚSICA DEL RECUERDO EN LA RADIO LIMEÑA: MEMORIA, IDENTIDAD, NOSTALGIA, NUEVAS Y VIEJAS SENSIBILIDADES EN EL CONSUMO ACTUAL EN OYENTES DE CUATRO ESPACIOS URBANOS TRADICIONALES DE LIMA.",SOUNDTRACK VIVENCIAL MEMORIA SONORA LA MUSICA DEL RECUERDO EN LA RADIO LIMENA MEMORIA IDENTIDAD NOSTALGIA NUEVAS Y VIEJAS SENSIBILIDADES EN EL CONSUMO ACTUAL EN OYENTES DE CUATRO ESPACIOS URBANOS TRADICIONALES DE LIMA,5. Cerrado,básica y aplicada,,,Departamento de Comunicaciones,Comunicaciones,"AGUIRRE CASTAÑEDA, HUGO DAVID",AGUIRRE CASTANEDA HUGO DAVID,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
348,PI0346,-,70243.0096,2013,SOPORTE LOÍSTICO PARA PROYECTOS 2013 - REUBICACIÓN DE SOFTWARE CANDENCE PARA DISEÑO DE CIRCUITOS INTEGRADOS,SOPORTE LOISTICO PARA PROYECTOS 2013 REUBICACION DE SOFTWARE CANDENCE PARA DISENO DE CIRCUITOS INTEGRADOS,5. Cerrado,Soporte a la investigación,,,Departamento de Ingeniería,Telecomunicaciones,"SILVA CÁRDENAS, CARLOS BERNARDINO",SILVA CARDENAS CARLOS BERNARDINO,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
349,PI0346,-,70243.0096,2013,SOPORTE LOÍSTICO PARA PROYECTOS 2013 - APOYO PARA LA PARTICIPACION DE GTR EN EL TALLER DE FORMULACION EN EL FONDO QUELLAVECO,SOPORTE LOISTICO PARA PROYECTOS 2013 APOYO PARA LA PARTICIPACION DE GTR EN EL TALLER DE FORMULACION EN EL FONDO QUELLAVECO,5. Cerrado,Soporte a la investigación,,,Departamento de Ingeniería,Telecomunicaciones,"CHÁVEZ MUÑOZ, PASTOR DAVID",CHAVEZ MUNOZ PASTOR DAVID,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
350,PI0346,-,70243.0096,2013,SOPORTE LOGÍSTICO PARA PROYECTOS 2013 - TRADUCCIÓN ARTÍCULO DRA. SALMÓN,SOPORTE LOGISTICO PARA PROYECTOS 2013 TRADUCCION ARTICULO DRA SALMON,5. Cerrado,Soporte a la investigación,,,Departamento de Derecho,Derecho,"SALMON GARATE, ELIZABETH SILVIA",SALMON GARATE ELIZABETH SILVIA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
351,PI0346,-,70243.0096,2013,"SOPORTE LOGÍSTICO PARA PROYECTOS 2013 - PUBLICACIÓN EN REVISTA IJAST DEL ARTÍCULO ""IMPROVED THERMOCHEMICAL PROPERTIES BY ROASTING RESIDUAL BIOMASS AND ITS APPLICABILITY FOR DEVELOPING BIOBRIQUETTES""",SOPORTE LOGISTICO PARA PROYECTOS 2013 PUBLICACION EN REVISTA IJAST DEL ARTICULO IMPROVED THERMOCHEMICAL PROPERTIES BY ROASTING RESIDUAL BIOMASS AND ITS APPLICABILITY FOR DEVELOPING BIOBRIQUETTES,5. Cerrado,Soporte a la investigación,,,Departamento de Ingeniería,Mecánica,"ASSUREIRA ESPINOZA, ESTELA DE LA GRACIA",ASSUREIRA ESPINOZA ESTELA DE LA GRACIA,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
352,PI0346,-,70243.0096,2013,SOPORTE LOGÍSTICO PARA PROYECTOS 2013 - PUBLICACIÓN DEL ARTÍCULO SCI: CONTROL ROBUSTO DE ORDEN FRACCIONAL DE LA PRESIÓN DE VAPOR EN EL DOMO SUPERIOR DE UNA CALDERA BAGACERA,SOPORTE LOGISTICO PARA PROYECTOS 2013 PUBLICACION DEL ARTICULO SCI CONTROL ROBUSTO DE ORDEN FRACCIONAL DE LA PRESION DE VAPOR EN EL DOMO SUPERIOR DE UNA CALDERA BAGACERA,5. Cerrado,Soporte a la investigación,,,Departamento de Ingeniería,Electricidad y Electrónica,"SOTOMAYOR MORIANO, JUAN JAVIER",SOTOMAYOR MORIANO JUAN JAVIER,OAP-DGI (Oficina de Administración de Proyectos,INTERNO,PUCP
